userid,messageid,message,updated_time,nchar,q1,q2,q3,q4,q5,SWL_taken,SWL,gender,age,relationship_status,interested_in,network_size
00513d0702a118eebecf0691839447b4,14194282,"I finally tried Antico!! And it lived up to the hype and absolutely loved it! 



Traditional Neapolitan style pizza, and apparently the ingredients are actually flown in from Italy, as well as the pizza ovens themselves. The space is open and you can see the kitchen at work from the main dining area. There's a spot to grab toppings (think sea salt, garlic, parmesan and crushed red peppers) and olive oil for dipping in the kitchen area. 



We had the Margherita D.O.P and the Diavalo. The salami and peppers are a perfect combo on the Diavalo, and just the right amount of spicy. Fresh buffalo mozzarella and tomatoes on both, which obviously. I also grabbed a Limonata to complete the experience and think back to my recent afternoon Italian escapades. If you're into more traditional pizza, this is THE spot to go in the ATL.",9/28/2009 4:53,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
00513d0702a118eebecf0691839447b4,16080820,"Sooo... this place may not be for me. I visited this place because someone told me that he drove a few additional hours just to stop by this pizza place again. We ordered San Gennaro, which came with salsiccia, dolce piccante pepper, bufala, and cipolline. We all liked this one much better than the other one. The other pizza that we had was Diavola. Diavola came with spicy sopressata, pepperonata, and bufala. I think San Gennaro is worth trying; however, I personally won't recommend Diavola. It was also pretty spicy to me. Our pizza crust was way too burnt for both pizza - I doubt that's how they should be. This definitely made the pizza taste not as great... 



Antico seemed to be a popular hang out place - saw many people brought alcohol on their own. Overall, it was an okay experience for me and the pizza was priced on the expensive side. I am not sure I'd be coming again.",3/3/2011 1:33,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
00513d0702a118eebecf0691839447b4,13848789,"Authentic Italian pizza. Limited choices. It's a a local favorite. Very fast service. Good for college students or take out. You can see the the cooks making the pizza, the kitchen is right by the seating area. 



The pizza is quite big so be cautious of how many pizzas you are ordering .",7/25/2009 2:41,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
00513d0702a118eebecf0691839447b4,16137596,"Quick Pizza master class - there are several types of pizza (excluding deep crust): 

Traditional Italian - thin crust baked in stone oven at around 800deg for ~1.5min (i.e. Antico) 

Italian fusion - slightly thicker, breadier crust than tradition and combines American and Italian (i.e. Fellinis) 

American - generally thick-ish crust, cheezy, loaded with toppings (i.e. gameday Papa Johns). 

*there are other pizza types but this is a rough categorization without getting too granular (new york, chicago, etc.) 



Antico's makes some of the best traditional Italian pizza's you'll get in Atlanta with flavorful toppings served fresh and hot from their wood fired ovens. The atmosphere is chill and don't forget to get some toppings (peppers, parm, dipping oil etc.).",3/27/2011 5:28,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
00513d0702a118eebecf0691839447b4,14388880,"The atmosphere of this restaurant alone deserves five stars. I really felt like I was back in Italy when we ate at the large communal tables near the pizza ovens, watching them stretch out the dough. Even the menu was in euros and drinks were all bottled. 



The pizza was super good, perfect amount of crispiness. They use big hunks of mozzarella. The pizza with roasted red pepper was amazing, I could eat it all day. 

I also loved how they have a little bar of ""toppings"" red peppers, garlic, spicy sauce, parm cheese, and olive oil. This place is awesome!!",8/30/2009 3:48,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
00513d0702a118eebecf0691839447b4,20071249,"what.an .experience ugh! I def don't understand the hype about this place. Where do I begin? 



When we first arrived we went to the wrong building...twice. How does one do that? From a lack of direction, confusing signs and about 4-5 different restaurants under one business owner. We brought two bottles of wine and awkwardly assumed that we were at the correct spot and sat down in the outdoor area. The owner came over and told us that the byob section was in the other building so we couldn't sit there. He was the best part about the experience. He was so nice and gave us great suggestions and apologized profusely for the inconvenience. 



When we went to the correct spot I was instantly turned off. I expected it to be a little more formal I guess? Not super formal but just like a normal place where you can sit at your own table and sip your wine and eat your food in peace, ya know? Absolutely not! They have family style tables and you have to sit next to complete strangers. The manager gave us a great suggestion to find your table before you order so that you can find a table and won't have to stand and eat your pizza, thank God he told us that. It was kinda busy and we had to wait for a table, and then track down a bus boy to wipe it after just standing in front of someone's else's empty plates and napkins for 5 minutes. 



Usually I wouldn't mind the family style tables too much but the couple next to us were soooo awkward. They were way too friendly and talked our ear off. When me and my bestie tried to toast, they were like, ""yes! Let's toast"" and shoved their dirty cups next to our cups. To make matters worse, they ended up getting into an argument and asked for our advice about their argument. We felt so uncomfortable and tried to eat our food as soon as possible because they continued to argue the whole time. 



When our food came it looked delicious. I ordered the Bianca and what a mistake that was. It tasted like plain bread and had 0 flavor, at all, none, nata, zilch. Get the point? My friend ordered the Lasagna pizza and she thought it was ""cool"", def nothing to rant and rave about. Don't order the Bianca! I rather go to Dominos! It was that bad. Also, there were so many little nats flying around or pizza. My friend had one nat into her last cup of wine. 



I just won't come here again. It's just not my type of place, but to each is own.",11/20/2010 23:57,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
00513d0702a118eebecf0691839447b4,16111691,"I love Antico pizza. The crust is delightfully thin and crispy. The cheese is not overwhelming and the toppings are although limited, very well paired. I can easily eat half a large pizza in one seating. My current favorite is the san gennaro. I love how the sweet peppers balance the salty sausage. Best part about this location is the BYOB. Make sure to come snag a table early if you have a group. This place gets packed fast (although they do move the line fast too)! Make sure to go next door and grab a cannoli at their cafe! 



Parking: Easy. In the back and side parking.",3/16/2011 4:57,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
010d7c98089b43699d3acb75300e27c1,21193836,"Absolutely amazing!! I love this place so much, the pizza is just phenomenal. 



They have several pre-made choices on the menu, but you can also create your own pizza. I highly recommend the San Gennaro or the Diavola (I probably butchered the spelling but it's close enough! xD). You are looking at around 23-24$ for a pizza after taxes, depending on what you get, so yes, I must admit it's pretty pricey. Butttt it is so worth it!! Just go when you feel like treating yourself and with like 2 friends. One pizza can definitely feed 3 people max. 

They have a really good bar full of parmesan cheese, red pepper flakes, fresh garlic, red pepper chili paste, marinated peppers, and a salt and pepper mixture. The marinated red peppers are THE BOMB, I could just eat those by themselves. 



Drinks must be bought, they have water bottles, selection of sparkling waters, wines and beers. But did I mention this place is BYOB?! Grab your favorite beer and/or wine and bring it with you! There's plastic cups on the tables for people to use. so amazing, I brought a bottle of wine and my boyfriend brought his beer. :D 



I love the communal seating and the home-y feel of this place. Just really basic decor and wood seating. It has a nice ambiance! 



This place is quite busy on the weekends and holidays, so i'd recommend going to lunch on weekdays, or just arrive early. Honestly the wait isn't too bad, and the pizza comes out so fast since they take no time to cook in those super hot, legit wood burning ovens. 



Please visit this place at least once, you won't regret it!",3/7/2011 7:36,0,1,2,3,5,4,10/15/2009,5,1,27,1,NA,610
00513d0702a118eebecf0691839447b4,14194282,"I finally tried Antico!! And it lived up to the hype and absolutely loved it!



Traditional Neapolitan style pizza, and apparently the ingredients are actually flown in from Italy, as well as the pizza ovens themselves. The space is open and you can see the kitchen at work from the main dining area. There's a spot to grab toppings (think sea salt, garlic, parmesan and crushed red peppers) and olive oil for dipping in the kitchen area.



We had the Margherita D.O.P and the Diavalo. The salami and peppers are a perfect combo on the Diavalo, and just the right amount of spicy. Fresh buffalo mozzarella and tomatoes on both, which obviously. I also grabbed a Limonata to complete the experience and think back to my recent afternoon Italian escapades. If you're into more traditional pizza, this is THE spot to go in the ATL.",9/28/2009 4:53,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
00513d0702a118eebecf0691839447b4,16080820,"Sooo... this place may not be for me. I visited this place because someone told me that he drove a few additional hours just to stop by this pizza place again. We ordered San Gennaro, which came with salsiccia, dolce piccante pepper, bufala, and cipolline. We all liked this one much better than the other one. The other pizza that we had was Diavola. Diavola came with spicy sopressata, pepperonata, and bufala. I think San Gennaro is worth trying; however, I personally won't recommend Diavola. It was also pretty spicy to me. Our pizza crust was way too burnt for both pizza - I doubt that's how they should be. This definitely made the pizza taste not as great...



Antico seemed to be a popular hang out place - saw many people brought alcohol on their own. Overall, it was an okay experience for me and the pizza was priced on the expensive side. I am not sure I'd be coming again.",3/3/2011 1:33,0,1,2,3,2,6,9/18/2009,5,0,21,1,2,25
